Source,Target,Weight
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Dercksen_1997_ArAn3_BilgicFS_ikribu.txt,0.9427531361579895
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Goetze_1937_JAOS57_Subartu.txt,0.9318217039108276
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,p249_s_a.txt,0.9008696675300598
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,OzgucN_1994_HroudaFS_seals1a-b.txt,0.9087567925453186
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,zimansky1993.txt,0.930776059627533
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,middle_elamite_period.txt,0.9115791320800781
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Lemche_1979_JNES38_Social_Edicts.txt,0.962185800075531
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,wvdog_99.txt,0.965295672416687
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,"Carruba, Giorgieri & Mora eds - Atti del il congresson internazionale di Hittitologia. StMed 9, 1995.txt",0.9306775331497192
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,"Dercksen, J. G. - The Assyrian Colony at Kanesh. CDOG 8, 2008 109-124.txt",0.9100461602210999
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,IndiaRussiaand18thcenttranscentralasiancaravantrade.txt,0.9407216906547546
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Veenhof_Orthmann_Porada_1980_RlA5_kanish.txt,0.9392094612121582
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Wiseman_1954_JCS8_Supp_Alalakh.txt,0.9445634484291077
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,"Lyons, C. & J. Papadopolous eds - The Archaeology of Colonialism. 2002.txt",0.9393271207809448
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,OzgucT_2004_LarsenFS_Ib_archives.txt,0.9103327989578247
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,"Zeeb, Frank - Die Palastwirtschaft in Altsyrien. AOAT 282, 2001(cut).txt",0.9547562003135681
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Gunbatti_2001_VeenhofFS_river_miss_157.txt,0.9389622807502747
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,mcadams1978.txt,0.9134892225265503
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,"Manning, et al_2016_Integrated Tree-ring-radiocarbon high-resolution timeframe to resolve earlier 2ndMillBCE Mesopotamian Chronology_PLoS1, 11(7).txt",0.9085231423377991
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Veenhof_1982c_KrausFS_manumission.txt,0.9021138548851013
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,mellink1992.txt,0.9264376759529114
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,"Faist, Betina - Der Fernhandel des assyrischen Reiches. AOAT 265, 2001.txt",0.9173187017440796
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Kantor_62_plaque_from_tainat.txt,0.9273775219917297
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,"Veenhof, Klaas R. - Review of Notes on a New Volume of Old Assyrian Texts by Karl Hecker. JAOS 122 4, 2002, pp. 797-802.txt",0.917168140411377
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,"Kramer, Samuel N. - Sumerian Literary Tablets and Fragments in the Archaeological Museum of Istanbul - I. TTKY VI 13, 1969(cut).txt",0.9090961813926697
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Jacobsen_1943_JNES2_Primitive_Democracy.txt,0.9079339504241943
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,"Dercksen, J. G. - When We Met in Hattuš. FS Veenhof 2001.txt",0.9449635744094849
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,pardee2001a.txt,0.9666092991828918
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,"Veenhof, Klaas R. - Some displaced Tablets from Karum Kanesh (Kultepe). AoF 35 1, 2008, pp. 10-27.txt",0.9020053148269653
Llop_2010_AuOr_28_Rec._OBO_160_5.txt,Luckenbill_1921_AJSLL_HittiteTreatiesandLettters.txt,0.919713020324707
pardee2001b.txt,Hecker_1978b_OrNS47_tib'imma.txt,0.9753265976905823
pardee2001b.txt,"Lassen, Agnete - Glyptic Encounters Appendicies.txt",0.9338915348052979
pardee2001b.txt,kuhrt1988.txt,0.9504681825637817
pardee2001b.txt,"Günbatti, Cahit - Die Beziehungen zwischen assyrischen Kaufleuten und anatolischen Fürsten aus Kültepe. CDOG 8, 2008 125-136.txt",0.9428068399429321
pardee2001b.txt,Goetze_1953b_Language29_PN.txt,0.9011050462722778
pardee2001b.txt,LewyJ_1928_ZA38_Amoriterfrage.txt,0.9420206546783447
pardee2001b.txt,Matous_1972_ArOr40_dialekt.txt,0.975482165813446
pardee2001b.txt,tuplin1987.txt,0.9663618803024292
pardee2001b.txt,Sever_Cecen_1993_Bel57_soc_hist.txt,0.9666522145271301
pardee2001b.txt,Gunbatti_1997_ArAn3_BigicFS_sargon.txt,0.9377039670944214
pardee2001b.txt,sjoberg_eduba.txt,0.978941798210144
pardee2001b.txt,Sever_1997_ArAn3_BigicFS_amutum.txt,0.979293167591095
pardee2001b.txt,zadok1996a000.txt,0.9611737132072449
pardee2001b.txt,Deller_1986_JEOL25_kanwarta.txt,0.9070810079574585
pardee2001b.txt,sasson1981.txt,0.9649644494056702
pardee2001b.txt,Watkins_1986.txt,0.9722469449043274
pardee2001b.txt,wiseman1958.txt,0.9616792798042297
pardee2001b.txt,richardson2004.txt,0.947490394115448
pardee2001b.txt,oelsner1989.txt,0.9512311816215515
pardee2001b.txt,Michel_2010_JCS62.txt,0.944617509841919
pardee2001b.txt,mosca1987.txt,0.9377306699752808
pardee2001b.txt,Tunnawi_Ritual.txt,0.9602043628692627
pardee2001b.txt,Thureau-Dangin_1911_RA8_date.txt,0.9254500269889832
pardee2001b.txt,"Michel, C. - 2007_RlA11_Qattunan.txt",0.9273583292961121
pardee2001b.txt,leblanc1999.txt,0.9740757346153259
pardee2001b.txt,pardee1986a.txt,0.9783589243888855
pardee2001b.txt,richards1994.txt,0.9857321381568909
pardee2001b.txt,long1989.txt,0.9879608750343323
pardee2001b.txt,Streck_2000_ZA90_aktennotiz.txt,0.964318037033081
pardee2001b.txt,pru3pt1000.txt,0.9313687682151794
pardee2001b.txt,Melchert_mina.txt,0.9418579936027527
pardee2001b.txt,Cecen_1995_ArAn1_mutanu.txt,0.9375753402709961
pardee2001b.txt,pru3pt1001.txt,0.9257515668869019
pardee2001b.txt,Eren_1980_ArAn8_kultepe_collection.PDF.txt,0.9536205530166626
pardee2001b.txt,zaccagnini1999.txt,0.9682873487472534
pardee2001b.txt,DONBAZ_SAMMELMEMORANDUMS AND CONSIDERATIONS.txt,0.9233417510986328
pardee2001b.txt,Hakan EROL_2005_Kultepe'den nikkassum'la Ilgili Alti Yeni Belge.txt,0.9174460172653198
pardee2001b.txt,Larsen 1989.txt,0.9813083410263062
pardee2001b.txt,weishofer1996.txt,0.9837064146995544
pardee2001b.txt,Veenhof_1982b_JEOL27_over.txt,0.9161706566810608
pardee2001b.txt,Uzunalimoglu_1990_AMMY89_Turkish.txt,0.9103406667709351
pardee2001b.txt,ANADOLUNUN_ONSOZU_KULTEPE_KANIS-libre.txt,0.9136170148849487
pardee2001b.txt,Eisser_1939_KoschakerFS_rechtsurkunden.txt,0.9045244455337524
pardee2001b.txt,Melchert_covertcompounds.txt,0.9755440354347229
pardee2001b.txt,"Kryszat, Guido. 2008. Assur ist Konig. Das mittelassyrische Krönungsritual im Lichte assyrischer Identitätsfindung.txt",0.9210231900215149
pardee2001b.txt,rosen1998.txt,0.9832378029823303
pardee2001b.txt,nougayrol1960.txt,0.9747254252433777
pardee2001b.txt,owen1990.txt,0.931383490562439
pardee2001b.txt,Donbaz_1984_Kienast Kaufvertragsrecht_review.txt,0.9038808345794678
Hecker_1978b_OrNS47_tib'imma.txt,"Lassen, Agnete - Glyptic Encounters Appendicies.txt",0.916227400302887
Hecker_1978b_OrNS47_tib'imma.txt,kuhrt1988.txt,0.9164789915084839
Hecker_1978b_OrNS47_tib'imma.txt,"Günbatti, Cahit - Die Beziehungen zwischen assyrischen Kaufleuten und anatolischen Fürsten aus Kültepe. CDOG 8, 2008 125-136.txt",0.9474197626113892
Hecker_1978b_OrNS47_tib'imma.txt,LewyJ_1928_ZA38_Amoriterfrage.txt,0.9328410625457764
Hecker_1978b_OrNS47_tib'imma.txt,Matous_1972_ArOr40_dialekt.txt,0.9701370000839233
Hecker_1978b_OrNS47_tib'imma.txt,tuplin1987.txt,0.9637469053268433
Hecker_1978b_OrNS47_tib'imma.txt,Sever_Cecen_1993_Bel57_soc_hist.txt,0.977353572845459
Hecker_1978b_OrNS47_tib'imma.txt,Gunbatti_1997_ArAn3_BigicFS_sargon.txt,0.920454740524292
Hecker_1978b_OrNS47_tib'imma.txt,sjoberg_eduba.txt,0.9652070999145508
Hecker_1978b_OrNS47_tib'imma.txt,Sever_1997_ArAn3_BigicFS_amutum.txt,0.9848374724388123
Hecker_1978b_OrNS47_tib'imma.txt,zadok1996a000.txt,0.9448661208152771
Hecker_1978b_OrNS47_tib'imma.txt,Deller_1986_JEOL25_kanwarta.txt,0.9059418439865112
Hecker_1978b_OrNS47_tib'imma.txt,sasson1981.txt,0.9637229442596436
Hecker_1978b_OrNS47_tib'imma.txt,Watkins_1986.txt,0.9409785866737366
Hecker_1978b_OrNS47_tib'imma.txt,wiseman1958.txt,0.9533270597457886
